author,title,tag,partition,funs,like,coins,collect,share,danmu,reply,time,like_rate,views
凉风Kaze,之前说的直播百舰福利（？）顺便展示下健身成果,生活 日常,life,8220973,42979,2481,1525,1289,586,3201,4.53,0.101487399,423491
狗友唠嗑,新闻联播嘴瓢失误合集第36期，今天又是贷款上班的一天呢 ！ ！ ！,生活 搞笑,life,169109,25047,4454,6103,6412,1668,531,79.59027778,0.048053089,521236
张金条,真希望你们也能拥有一个像我这样善解人意的男朋友,生活 搞笑,life,664683,31766,1254,1564,2424,486,431,72.10361111,0.064718682,490832
小顾看农,农村的新骗局来了，农民朋友们要注意。,生活 日常,life,618,11448,2159,6022,14087,514,1636,70.36611111,0.021498793,532495
流萤Zz,散兵：鸡 汤 来 咯 ！【原神名场面】,生活 搞笑,life,1292301,171141,40775,46168,24616,3429,2411,120.3402778,0.086450829,1979634
TCC字幕组,为什么鬼不吓亚洲人,生活 搞笑,life,4240,27656,184,3721,754,465,635,72.1875,0.061312263,451068
绝味古装,能遇到这样的老师是学生和家长的福气：中国好老师,生活 日常,life,435,57404,897,12755,1336,277,953,150.0327778,0.057822811,992757
Fresh率率,【兰大 当我的朋友翘课被抓老师在线打电话这件事】,生活 搞笑,life,460,191449,1344,15037,13761,491,1489,140.3608333,0.073834265,2592956
脱缰凯Kk,你们的家是这样吗？,生活 搞笑,life,404427,42075,298,1783,296,138,362,50.11972222,0.107609797,390996
成都市场监管,托尼·督哥带你探查星巴克后厨,生活 日常,life,20096,38138,216,2448,804,453,1546,97.56027778,0.055578792,686197
铁板鸭很铁,老师:图片不能传声 我:???,生活 搞笑,life,482,70321,7967,29761,7051,896,853,202.8786111,0.12251024,574001
三个猪鼓励,当我的室友知道我失恋了🙃️,生活 搞笑,life,716499,48155,1730,2174,1160,442,582,77.44472222,0.069191797,695964
纸飞君,空气动力学最佳冲浪纸飞机FFF-1，技惊柯南秀的大师设计,生活 手工,life,531090,118506,38432,198062,7643,465,1010,356.7383333,0.042352916,2798060
活蹦乱跳的肥曈,女人能有多臭？!从里到外！最全除臭指南！,生活 日常,life,1546361,24207,4886,21071,770,1168,921,97.15472222,0.056720223,426779
马特罗托夫斯基,（碳基生物交流篇）第13期 垂死病中惊坐起，礼物竟是我自己？,生活 搞笑,life,541261,29333,499,1234,462,103,264,72.63222222,0.064128603,457409
华农兄弟,华农兄弟：开始打霜了，把脐橙拉到洗果场洗一下，这样不容易坏,生活 日常,life,6489742,37900,2975,1116,265,944,1414,8.305277778,0.09978621,379812
小蔡教书日记,这大概就是所谓的小学生告状吧~,生活 日常,life,123823,27258,2531,2532,6710,1389,1806,25.2975,0.065477763,416294
AFiveDebu,我是强迫症，我安息了,生活 搞笑,life,3428,175556,541,24073,2178,188,634,165.3208333,0.100355161,1749347
黑猫厨房,这玩意就是内卷之王吧！,美食 美食制作,food,3736634,320657,265867,44885,4184,6096,2547,47.85138889,0.103645702,3093780
燕子堡BBQ学徒Ray,48小时烤了100人吃的肉，别再说你们吃不到了,美食 美食制作,food,1740999,255506,194918,46086,7365,55038,22422,96.81416667,0.096735527,2641284
大庆赶海,大庆赶海，随着潮水发现大海葵藏在沙子里，还有比手大的墨鱼,美食 田园美食,food,2718547,145629,28627,3865,1953,10929,2131,72.46277778,0.093690169,1554368
二喵的饭,加料100元的豪华神仙煲仔饭！香喷喷热乎乎每一口都是肉啊~,美食 美食制作,food,4310031,148209,80862,16930,2996,6072,1509,74.77277778,0.123497311,1200099
刘庸干净又卫生,印度街头正宗大锅奶茶。好喝！,美食 美食侦探,food,1914727,124791,6427,3132,4185,7172,4143,56.81888889,0.0726279,1718224
麟宣森,这玩意我承认有赌的成分！,美食 美食制作,food,1584692,76015,56981,8775,516,1816,639,71.55111111,0.108869385,698222
真探唐仁杰,黄沙水产市场 厨子被坑¥？？？,美食 美食侦探,food,1455408,98613,3027,3846,1503,2101,2154,56.32638889,0.063117571,1562370
大碗拿铁,这玩意儿凭什么这么火！！,美食 美食制作,food,2690931,93782,35588,17886,1602,3353,881,76.83777778,0.073092394,1283061
巴黎小郭郭,法国老哥第一次吃榴莲千层，以为是煤气漏了......,美食 美食记录,food,317453,120224,372,11234,210,317,621,97.82777778,0.114714492,1048028
华农兄弟,华农兄弟：抓只兄弟家的羊来煮火锅，暖暖身体，味道很不错哦,美食 田园美食,food,6489743,107734,28305,4688,2993,19047,3325,73.83138889,0.100921118,1067507
王师傅和小毛毛,花了500吃了家破店，竟是川菜天花板？老胖头直呼辣的过瘾！【就得这么晚-08破店】,美食 美食侦探,food,1042594,160719,83414,15908,3627,8673,2131,79.74944444,0.120122246,1337962
澳洲阿彭,烤 肉 天 花 板,美食 美食制作,food,1523694,170970,81429,19502,3928,4845,1124,97.8325,0.081195059,2105670
马壮实Hera,这玩意我能吃一辈子！,美食 美食制作,food,2199868,46216,24336,15087,1360,958,973,55.98083333,0.090458556,510908
小紧张的虫虫,肯爷爷159元的圣诞限定桶到底值不值?奥利奥蛋糕好不好吃? 美食探店/无广试吃员,美食 美食侦探,food,2309183,64335,9516,3284,6307,3683,1512,51.10527778,0.066880818,961935
美食作家王刚R,厨师长教你：“盐焗猪肝”的家常做法，干香浓厚，好吃没腥味,美食 美食制作,food,6087399,56000,5954,4484,1462,2048,1335,50.83583333,0.076887274,728339
田野上的繁荣,开工第一天，豆腐皮拌彩椒酱，满满一盆真解馋,美食 美食记录,food,2089894,50418,15358,1953,494,5802,1507,56.34083333,0.083815711,601534
一个只会做烧烤的爷们,烧烤教程高配烤茄子,美食 美食制作,food,22579,44055,251,6706,996,233,433,99.86277778,0.038296174,1150376
盗月社食遇记,被称“糯叽叽”的美食天堂！怒开5小时，凭什么它上了热评第一？,美食 美食侦探,food,6389538,67910,26914,7203,3458,4928,2460,2.341666667,0.169930486,399634
玲子reiko-,来个寿喜烧外卖，几大箱居然没吃饱,美食 美食测评,food,741130,55650,544,1866,236,378,378,73.44222222,0.079946099,696094
Meetfood觅食,美国西雅图顶流烤鸭店！仨人¥1850，北京烤鸭如何征服美国人的胃？,美食 美食侦探,food,1179896,61430,17577,4182,595,4871,939,74.84444444,0.099550782,617072
美食状元哥,花一份的钱吃两道菜，20多元的昂贵草鱼买一送一，学会就是赚到了,美食 美食制作,food,160563,15373,3808,9285,1210,489,519,71.01694444,0.030039002,511768
大嘴儿美食挠儿哥,大哥要吃手撕鱼，还得让老板娘亲自送去，花85买条大鲢鱼，做完鲜香酥脆，越嚼越香,美食 美食制作,food,1101746,36044,2343,798,413,1277,1024,24.3125,0.060813843,592694
泰国阿航,泰国路边摊-凉拌烤肉,美食 美食侦探,food,312515,37834,4303,2493,677,1115,624,56.84722222,0.080016412,472828
别叫我狗哥-,希望李牧桓努努力  可以让我住的离央视越来越近,美食 美食记录,food,663624,39866,276,875,77,154,263,72.5325,0.073125277,545174
铁蛋儿Tyler,超酥脆的炸脆皮五花到底有多难？,美食 美食制作,food,535266,33428,3798,2396,927,622,512,57.69333333,0.06753486,494974
君君辅食记,这个做法吃着是真爽，可以直接当做孩子的一餐，你们一定要试一下！,美食 美食制作,food,411725,17719,1155,13466,1429,65,318,34.93444444,0.052221299,339306
Dudu_cooking,用华夫饼机压米饭 会变成什么美食!?,美食 美食制作,food,18516,19366,985,3146,1121,827,1552,82.6925,0.022015074,879670
Amoy硬邦帮,自创手摇洗章鱼机，那晚小伙伴乐坏了~~~,美食 美食记录,food,802198,31774,15258,3055,1007,1698,506,74.85722222,0.059661529,532571
我的样子平平无奇,2000块钱买整只羊，吃完我就后悔了！全买羊排它不香嘛！！,美食 美食制作,food,2083659,37564,12003,2859,1033,2672,837,73.86166667,0.076071746,493797
小文哥吃吃吃,生腌特大棘突猛虾蛄，比手臂还粗还长，生腌界的天花板,美食 美食制作,food,2723477,117851,37171,9371,2560,5895,5012,99.86027778,0.083923439,1404268
娜娜美食记,金汤虾片🍤一口鲜掉眉毛！捶成薄片的虾肉口感滑嫩，QQ弹弹！简直不要太好吃！,美食 美食制作,food,50159,24188,5942,29259,4236,72,461,146.2191667,0.02986855,809815
是个泡泡_Pao,拉斯维加斯评分最差餐厅,美食 美食测评,food,645136,63692,1018,3418,528,1445,901,98.70583333,0.069344099,918492
雨琪在芬兰,芬兰老公: 做一桌中餐犒劳辛苦的家人！卤鸭味道绝绝子，上桌就秒光！和芬兰家人徒步烧烤，无敌美景赞不绝口！,美食 美食记录,food,567330,42357,18115,2560,349,8718,2660,74.86527778,0.102689362,412477
HOLA小测佬,欧洲大学食堂有多贵？最便宜50元一个学生套餐能吃到啥？,美食 美食侦探,food,840392,36172,3872,4766,1234,2544,1398,73.86944444,0.097828527,369749
品诺美食开课啦,炖羊肉熬羊汤，调料一定要会做减法，羊肉本身的鲜美无需太多调料,美食 美食制作,food,1785663,22678,5370,10459,2324,818,702,73.70055556,0.075342693,300998
姬一元,"童年校门口油炸香肠！哪款才是你心中""yyds""？",美食 美食测评,food,1378360,39164,7712,3096,215,2059,672,73.62305556,0.120143077,325978
星空下的丹麦,【法国甜点大师Amaury Guichon】白天鹅黄桃夹心巧克力,美食 美食制作,food,74511,115245,472,19500,1909,1412,1336,185.9175,0.059839991,1925886
東君小宇,来狂热大叔拉面店吃面，满脑子都是欧拉欧拉~,美食 美食侦探,food,7208,69070,717,11856,3061,119,365,146.0102778,0.110974898,622393
贫穷料理,我今天终于知道，为什么“鲜”字是鱼和羊了！鱼羊合鲜！,美食 美食制作,food,383570,16093,1290,8259,370,112,276,73.49555556,0.050257957,320208
泡厨房的顾小胖,一张手抓饼十种吃法，从披萨到惠灵顿，一个视频带你吃透手抓饼,美食 美食制作,food,127557,12390,6239,12555,3076,631,382,71.01361111,0.087402475,141758
阿nic的每一餐,在家里也能完成的高品质罐装牛肉酱,美食 美食制作,food,143847,13028,291,4538,171,72,278,78.49861111,0.033134614,393184
花二Strange,东北零下20度早市！1 块1碗豆腐脑！5块9个油炸糕！1块2个肉火勺！各种小吃给人香个跟头！,美食 美食侦探,food,1150374,63576,17132,4281,4820,4017,2229,99.54611111,0.079201112,802716
伢刷,学王刚做的盐焗猪肝,美食 美食制作,food,23698,21158,2252,463,319,1703,998,45.36222222,0.060788719,348058
食贫道,这才是“真 · 牛排”！福建夫妻卖35一份，大锅卤抱着啃,美食 美食侦探,food,2276883,52129,31033,8516,5838,6608,1738,97.88388889,0.084129238,619630
绵羊料理,湖南妹子宅家自制爆辣鸡翅，入口的瞬间，痛并快乐着~,美食 美食制作,food,8969852,532733,376206,90271,16465,23638,4849,170.8866667,0.11640267,4576639
努力的悉尼小猪猪,自己在家自制的捞汁小海鲜也太爽了吧！！！,美食 美食记录,food,488406,23545,689,1570,375,127,212,70.79027778,0.088078947,267317
毛豆奶爸一个锅,鸡蛋可以试试这种做法，是我用两顿火锅七斤肉换来的,美食 美食制作,food,38577,6827,1533,11382,337,6,93,97.87416667,0.027055089,252337
王大齐吖,大齐赶海，退潮后发现猫眼螺睁着大眼藏在沙中，还挖到了大海葵,美食 田园美食,food,770352,21469,4397,567,170,2162,307,50.58166667,0.083568506,256903
真探来了,好多本地人强推的“民国红公馆”，灵不灵啊｜真探来了,美食 美食侦探,food,508931,14570,640,438,182,1191,702,32.4675,0.043796103,332678
神奇海挪,老佛爷是真不挑食啊！跟小福贵学做铁树开花,美食 美食制作,food,323692,25256,3968,1325,1549,1431,734,46.34694444,0.12308652,205189
胖龙的小生活,老爸带回来一条8斤的大鱼，胖龙做“飘香鱼”爷仨也可以过的很好,美食 美食记录,food,587617,18134,4265,537,169,2703,645,50.39666667,0.067749371,267663
小老虎的泰国行,泰国美食：让人又爱又恨的泰式生腌膏蟹一旦吃会就像榴莲一发不可收拾,美食 美食记录,food,349659,15647,413,669,889,419,516,52.79888889,0.052132512,300139
敬汉卿,人生一串请我到我家楼下吃了顿烧烤！白嫖的就是好吃！,美食 美食侦探,food,9273950,138010,21544,6199,1328,6004,2256,123.7019444,0.082426705,1674336
农民工川哥,很多人吃不惯的折耳根，买1斤在工地吃，味道真的很怪吗？,美食 美食记录,food,372212,15609,3293,363,142,880,1396,55.99944444,0.063688368,245084
徐大sao,5斤黑猪配5斤黄牛，老爸的下酒菜，堪比过年，这一锅卤肉太馋人了,美食 美食制作,food,4000835,14562,1991,480,164,885,222,49.40138889,0.056722174,256725
凯特食旅,"令人驚嘆的技巧！超速甜甜圈大師, 甜甜圈蛋沙拉堡製作技能 - 凯特食旅",美食 美食制作,food,4693,11618,1199,2327,1640,2448,496,94.82,0.040859965,284337
品味新疆,新疆路边摊羊杂25元/公斤，一人一斤吃不完，每次吃5块钱的刚刚好,美食 美食记录,food,390820,20088,885,502,208,471,384,78.8225,0.055952938,359016
密子君,金汤花胶鸡一口一个大鲍鱼！嗦面喝汤全扫光｜宅家美味分享,美食 美食测评,food,3008602,17035,1492,776,301,825,491,70.63527778,0.074434802,228858
小食神叨叨,一年只卖一次，129元肯德基“巨大的桶”！你觉得值吗？,美食 美食测评,food,280816,10279,355,933,1647,836,577,99.45944444,0.016702795,615406
桓桓真的很文静,咱就是说这个比脸大的龙虾是真香啊 就是扒它有点费筷子哈哈哈哈,美食 美食记录,food,329086,21024,148,372,57,268,242,48.96583333,0.093556842,224719
在下李灿,谁能不爱？复刻抹茶渐变蛋糕，一学就会,美食 美食制作,food,755672,13113,5556,3999,370,1126,314,70.62333333,0.09027883,145250
吃货请闭眼,163年历史！京城八大堂仅存这一家，再不吃就没咯！,美食 美食侦探,food,1891624,14796,1844,817,204,900,502,46.91055556,0.064645229,228880
大祥哥来了,试吃猪肉届的天花板！500元一块的藏香猪肋排好吃吗？,美食 美食测评,food,4868996,68316,18627,3497,1395,3345,1200,97.91388889,0.092819895,736006
澳洲买买君,中国人不骗土耳其人，“厕纸脏脏蛋挞”真香！,美食 美食制作,food,327361,22264,151,1117,68,85,226,55.90611111,0.120396708,184922
张喜喜-,冒着被凶的风险去探索无名烤羊排！却意外解锁隐藏菜单？,美食 美食测评,food,1588638,27184,7824,3182,2062,2744,640,97.74472222,0.05978592,454689
发条美食记,老板纳闷，糖果店爆火，顾客却专门来看叮叮糖，不给看还不买糖果,美食 美食侦探,food,3380,859,106,680,5,1,2,144.9116667,0.000937013,916743
日食记,冰煮羊肉，真的比普通涮羊肉更好吃吗？,美食 美食制作,food,6295369,25193,5873,3454,2254,1297,603,2.211666667,0.130658922,192815
胡凯利_洞主,小青龙虾三种做法品尝，胖小伙直呼带劲！,美食 美食记录,food,221231,13467,11887,1530,609,2137,755,7.969722222,0.094535116,142455
贝加尔阿楠,俄餐竟然这么难吃？哒莎吃出痛苦面具？,美食 美食记录,food,293864,13516,3154,455,87,754,606,46.84666667,0.067836422,199244
河马君,做一道家常菜,美食 美食制作,food,1031834,41138,382,1072,574,233,350,93.95083333,0.078610247,523316
唐尼是个der,试吃奇葩糖果！居然还有臭袜子味？,美食 美食测评,food,704946,16550,568,550,95,202,188,72.96666667,0.079607877,207894
王蒙多,挑战300元吃一天，波士顿大龙虾煮泡面，吃得真过瘾,美食 美食测评,food,124579,4093,917,2160,2,159,44,122.9913889,0.004567739,896067
阿晨吃饱了,惊呆！外面卖59的冰山熔岩，我用了十几块就做了100块的量！,美食 美食制作,food,89582,1581,309,1482,7,10,25,126.6222222,0.003342608,472984
龙帅食堂,疯了，好吃到疯了!【疯狂的大鸡腿】海贼王路飞的最爱，原来是这个味道！,美食 美食制作,food,445338,96932,4888,45914,5095,270,656,217.5788889,0.051012251,1900171
午餐肉艺术家葛世贤,豆汁喝得上瘾了，这位up猪是丧失了味觉吗？,美食 美食记录,food,406581,12921,201,328,69,287,356,68.13805556,0.061342208,210638
是郭雨妍,爆辣特辑！挑战全西安最辣的小吃！,美食 美食侦探,food,148056,11361,98,307,231,132,186,52.91416667,0.052910521,214721
阿鱼吃什么,欢迎大家观看大型厨具内卷连续剧，选手电饼档作为新星出战～,美食 美食制作,food,140453,115152,10142,93770,11890,644,1315,298.2447222,0.047609794,2418662
没煮熟的大鹅,备好酒肉菜，温暖过冬季；纵有北风起，人生不言弃。,美食 美食记录,food,453174,14667,1240,400,399,578,544,73.51944444,0.064124761,228726
辛评测er,【饮料测评】我的天哪！你见过比靓仔的头发还长的......饮料配料表吗？,美食 美食测评,food,287119,29869,69,2210,48,86,100,100.2369444,0.117059425,255161
非洲飞哥,非洲徒弟一个人做猪蹄吃面条，我不在家，也不用担心他挨饿,美食 美食记录,food,531190,18923,8702,928,189,3433,1212,4.222777778,0.146672867,129015
南翔不爱吃饭,传说中以万象生无相的无相神汤！做到最后居然是一碗清水…,美食 美食制作,food,590143,28307,15016,3968,567,734,704,96.87694444,0.083462821,339157
肉肉大搜索,成都“嫩爆爆辣冒菜”，300多一大盆全是毛肚全是肉,美食 美食侦探,food,2215245,17714,1413,1057,1608,810,963,3.037777778,0.088895357,199268
超会生活的喵酱,宵夜之光？无限回购的速食、零食……,美食 美食测评,food,2408,10953,294,5571,314,291,328,117.2972222,0.030531096,358749
薯条超好吃哒,吃498元一只烤火鸡，肉质原来是这样的,美食 美食侦探,food,360098,23697,1709,738,200,966,442,79.94722222,0.090758678,261099
盐鱼料理长,【盐鱼探店】明日方舟x潮玩星球主题咖啡厅 1人9个菜（x）,美食 美食侦探,food,367536,14851,1947,1965,635,568,451,49.58944444,0.116344293,127647
摩西是野生的,康帅傅：求求别卷我了！,美食 美食制作,food,383334,28234,5375,2432,552,781,805,98.11916667,0.077445298,364567
美食栏目,海底捞员工的拿手绝活，剥虾3秒一个！没有指纹的虾是没有灵魂的,美食 美食侦探,food,4022,5257,60,277,69,17,180,102.795,0.010230234,513869
哇塞几张,上海最便宜的铜锅羊肉自助！99元畅吃鲜切羊肉！老板落泪....,美食 美食侦探,food,818572,40334,14571,3372,2515,16875,706,99.9525,0.090091177,447702
羊羊羊PD,探秘排名第2的韩国大学食堂!到底是什么样的?!,美食 美食侦探,food,403931,23444,5417,1264,297,1663,487,79.95527778,0.102544812,228622
小傲想睡觉,夸夸造香喷喷的无油炸鸡！,美食 美食制作,food,752782,46142,6458,4591,654,2700,641,97.95666667,0.13177781,350150
hello周晓楠,首次公开，三万块钱和台湾大厨买的卤肉饭配方,美食 美食制作,food,84084,6175,4293,11581,600,342,401,98.45916667,0.061465415,100463
手抓引力波,从车间到科研——姜撞奶生产线开车实录,美食 美食制作,food,37964,7928,4591,1584,1211,494,642,47.16666667,0.055492948,142865
上青杰哥,【上青杰哥】与闽菜大师黑明共进晚餐,美食 美食记录,food,260753,21227,545,1205,254,805,351,97.25805556,0.052905609,401224
尹正,【尹正】我的一周食谱·第二季,美食 美食记录,food,1136154,23161,924,1665,248,578,538,96.00277778,0.102082553,226885
波靖仔,把711便利店的关东煮全买一遍是怎样体验？没想到竟大失所望！,美食 美食测评,food,1199911,17195,1496,749,98,833,292,74.96388889,0.08496141,202386
红斌-调酒的아저씨,冰冻的金汤力：调酒师手中的冰块艺术，超级治愈解压，透明冰块才是灵魂。,美食 美食制作,food,631610,14263,901,1122,439,453,373,99.40833333,0.041718218,341889
网不红萌叔Joey,【盒马新品红黑榜】蛋挞都出火锅味了？,美食 美食测评,food,1937983,40368,5878,2370,976,3641,706,97.36194444,0.079836246,505635
锅锅没有头,话梅冰美式，不是所有人都喜欢但很上头,美食 美食制作,food,117571,16922,261,3380,427,366,333,118.8233333,0.033612077,503450
逛吃小猪猪,【逛吃北京】因为太爱吃，我开了家店。专卖烧饼夹肉，欢迎来吃！,美食 美食侦探,food,295211,10149,2314,864,495,394,480,49.71944444,0.068091245,149050
飞社长,日本超级芝士流心披萨，一口下去芝士喷涌而出！,美食 美食侦探,food,1862448,26015,5670,1205,579,2747,727,79.68111111,0.081304751,319969
缥缈咖啡豆,“想刀一个人的眼神是隐藏不住的”,动物圈 汪星人,animal,7036,184189,1337,19289,3230,922,323,98.98,0.092047326,2001025
九品芝麻铲屎官,一场成功但又不完全成功的体重保卫战,动物圈 喵星人,animal,805147,88531,95940,18149,9053,7919,2875,74.47916667,0.123510373,716790
阿七超努力,“我问你这鱼谁弄得啊！！”,动物圈 喵星人,animal,579,85398,1414,13635,3186,452,337,73.72083333,0.05788447,1475318
轩墨科普,小海獭换玩具，高兴到起飞,动物圈 动物综合,animal,1802,81421,1147,13746,3537,115,374,92.99888889,0.083989569,969418
本喵叫兔兔,吃饭才是江湖,动物圈 喵星人,animal,820540,78383,12430,2540,617,922,1528,74.05833333,0.09922979,789914
久夜夜夜,把手指戳进小鸟胸毛里会怎样？,动物圈 动物综合,animal,787,82287,65,4950,530,215,329,102.5463889,0.12221011,673324
有三只猪的S,倒过来，再发一次。,动物圈 喵星人,animal,20180,65120,784,11164,3755,155,343,102.1916667,0.09877457,659279
是哈礼鹿呀,狗子演技很好，下次别再演了…,动物圈 汪星人,animal,148717,118509,485,5821,618,157,236,98.37083333,0.115916413,1022366
派小爪,流浪猫康复后紧紧抱住小姐姐，不愿离开,动物圈 喵星人,animal,187256,184484,152230,26641,4977,7051,1883,121.4925,0.101645701,1814971
宠物摄影师-克查,故宫干饭猫帕帕为了挽回自己的颜面终于主动出击了,动物圈 喵星人,animal,24795,32813,1681,4830,3217,437,622,56.50277778,0.040882615,802615
小猫虫冲冲,不要误会这不是猫，这是一只染色的猪,动物圈 喵星人,animal,171,36983,303,4742,5534,239,514,55.92166667,0.050223802,736364
小鱼儿夫妇,丑的没人要的鱼，被我老公捡了漏，味道竟然……😊，因为这条鱼，还特地过了个浪漫的二人世界。,动物圈 喵星人,animal,300766,77885,893,3564,890,1289,969,98.28944444,0.062853366,1239154
燃点视频,奇迹！1999年出生的猫咪陪伴了主人22年，步履蹒跚的样子令人泪目,动物圈 喵星人,animal,979,72054,3422,7139,3904,901,2104,118.0063889,0.069970217,1029781
长白山老万,傻狍子：你以为我听不懂你说话？,动物圈 野生动物,animal,394945,43859,3867,3144,1146,831,783,74.93222222,0.069816048,628208
王天霸是只猫,给猫戴上摄像头，发现猫咪间也会拉帮结派的笑死了,动物圈 喵星人,animal,180949,110261,48313,19144,16196,4066,2314,118.6355556,0.071644342,1539005
聂_新斯的明,我真的不允许有人没看过西南医科大学宿舍楼的猫吵架,动物圈 喵星人,animal,2125,441439,21948,102510,86418,9103,12307,215.2975,0.076993353,5733469
海藻爱麻麻,为科研奋斗一生的遗传学教授，为什么放弃科研成为兽医？,动物圈 喵星人,animal,191923,45772,21374,6096,1722,892,970,73.36222222,0.18612784,245917
牛奶是只猫-,小猫咪每天也只能看一集动画片哦！不然会近视的！！,动物圈 喵星人,animal,67576,141708,2808,24603,21148,326,1023,145.3533333,0.070205338,2018479
花花与三猫CatLive,小猫咪请我喝它做的芦荟汁！还说干净又卫生？,动物圈 喵星人,animal,3369220,66669,31154,8873,761,2089,1203,80.6,0.114346038,583046
和猫住,异瞳猫妈：工人要施工封盖了！救救我们一家5口吧！！！,动物圈 喵星人,animal,1784327,53173,23029,3760,677,1589,761,74.95972222,0.153829018,345663
你的陈比方本方,妈妈的好大儿（幸亏你胖）,动物圈 汪星人,animal,460913,34723,646,1944,1913,213,440,56.38527778,0.089796604,386685
牛奶爆炸糖,小猫咪咬了大狗狗的话.....,动物圈 喵星人,animal,197288,17827,2147,5421,4705,271,458,79.01194444,0.041024048,434550
边牧陈贝拉,贝拉：幸福来的太突然，结束的也太突然,动物圈 汪星人,animal,560978,31229,790,755,707,320,357,57.58055556,0.07921116,394250
一只小九九丫,听说用狗头磕碎的鸡蛋，才好吃2.0,动物圈 动物综合,animal,25956,21206,5275,2268,1072,939,1039,50.01666667,0.058338056,363502
养鱼说_鱼花鹦鹉,🙄家里啥条件不知道吗，一窝接一窝的生😨,动物圈 动物综合,animal,884,11635,19,829,69,22,234,83.88888889,0.022408052,519233
观察者网,罕见！美国加州深海拍到头部透明绿眼怪鱼,动物圈 野生动物,animal,7183137,20721,125,1234,650,504,1022,50.17,0.057154442,362544
龙馍馍,《动物迷惑行为大赏❽❷》,动物圈 动物综合,animal,994241,29957,3357,1603,1268,1397,352,36.52055556,0.114831454,260878
ak_魔女菌,猫：给爷整不会了。。。,动物圈 喵星人,animal,51462,27294,1876,2543,991,303,252,103.6497222,0.043664392,625086
潘多拉的饱嗝,一只因舔不到毛毛而独自叹气的煤气罐,动物圈 喵星人,animal,127282,16141,158,3546,4464,98,184,59.50416667,0.057058724,282884
邓峰的小号,今天终于翻新了这只得过猫瘟的外国小猫咪！,动物圈 喵星人,animal,159732,25780,2274,1376,671,1410,661,70.2775,0.106365861,242371
初遇有猫作祟丶,当 热 情 遇 到 白 嫖.....,动物圈 喵星人,animal,15006,6008,182,314,25,54,120,98.45555556,0.011755406,511084
萌宠指南,农村的猫吃剩饭，城里猫吃猫粮还嫌便宜，这么矫情？,动物圈 喵星人,animal,356227,19633,326,1595,313,598,1630,51.20305556,0.07463288,263061
爆米花是只喵,猫咪为什么会把宝宝叼给你？,动物圈 喵星人,animal,59448,13253,139,1173,648,56,237,49.75916667,0.03980908,332914
生活是多么没好,十几斤的大猫，谁来了都想撸两下，不撸还不愿意！,动物圈 喵星人,animal,2371,181751,379,11106,1887,362,731,150.3641667,0.109583483,1658562
白夜喵-,猫猫哪懂什么战争，猫猫只想要多点爱,动物圈 喵星人,animal,39974,48719,500,13613,1926,88,750,126.0319444,0.095035502,512640
奥利与奥斯卡,边牧能识别金蝉脱壳么？,动物圈 汪星人,animal,121840,23328,431,1128,314,135,175,70.17444444,0.105754672,220586
西二旗柴哥,我家狗被这只“恶犬”治的服服帖帖哈哈哈,动物圈 汪星人,animal,30323,23184,37,911,127,31,53,71.32888889,0.103794703,223364
山西融媒体快报发布,山东狗狗叼着菜篮子上街买菜，上手挑选有模有样：就差开口讲价了,动物圈 动物综合,animal,3481,172814,6179,29052,34084,915,3522,273.8158333,0.063606443,2716926
阿木木-搞笑视频,白化棕熊乔伊：要不你们还是把俺埋了吧！不要折腾俺了！（搞笑视频，请勿当真）,动物圈 动物综合,animal,2091,229620,2426,29247,21339,142,1183,290.0122222,0.115081362,1995284
花安卉妮,《汪汪队犯大错》,动物圈 汪星人,animal,16597,19936,74,1208,196,111,78,74.94666667,0.080856259,246561
萌宠治愈馆,“要摸一下我的头吗？”小羊毛茸茸超级可爱!,动物圈 动物综合,animal,27271,8644,927,3144,1722,248,221,57.22416667,0.038109346,226821
小燃视频Video,净化器深夜启动，猫咪踩着霸气出场，看到监控主人笑喷：真没白买,动物圈 喵星人,animal,22265,65997,2151,11441,17159,576,972,170.5358333,0.045164787,1461249
汪丷先生,又是“幸运”的一天啊~~,动物圈 汪星人,animal,131728,93770,1649,10378,1582,1399,859,145.0644444,0.116948051,801809
大喵子观察员,把猫尾巴想象成一只手，你就能无障碍交流了,动物圈 喵星人,animal,5783,57621,9231,23095,7378,446,866,130.2986111,0.061182039,941796
露娜是只嘤嘤怪,三小只齐齐吃早饭～,动物圈 汪星人,animal,280921,20227,1986,565,196,125,412,47.21694444,0.107165185,188746
温稚oO,老是乱啃的猫怎么治,动物圈 喵星人,animal,355330,13529,224,867,184,260,540,50.07333333,0.057936569,233514
ケェロ飘,闲来无事，下楼撸猫，啥也不买，被老板笑,动物圈 喵星人,animal,1500,14954,242,1262,216,209,613,73.66444444,0.064370607,232311
动物行为鉴赏,这才是真正的猫生百态！,动物圈 喵星人,animal,95011,15508,486,3159,1994,43,81,81.05333333,0.073968434,209657
宠物故事,女孩儿把狼当宠物，狗狗哺乳长大的狼，变成了二哈,动物圈 汪星人,animal,11575,21753,941,5551,121,229,185,240.1830556,0.009285147,2342774
七海悠仁,这就是早八的猫吧,动物圈 喵星人,animal,66661,32982,637,9573,9533,214,312,170.4522222,0.07462565,441966
加州爬宠大叔Jay,有效遛宠 vs 无效遛宠,动物圈 动物综合,animal,236947,89592,1707,9449,2028,588,828,145.6647222,0.077115685,1161787
